UniqueID,loan_default
655269,0.5946085
723482,0.5949669
758529,0.5500955
763449,0.6219617
708663,0.64846116
725530,0.6698268
708592,0.7244561
714975,0.60147834
712795,0.636066
708656,0.62996227
712520,0.3628707
753695,0.6196917
708646,0.59865665
730225,0.50360566
714877,0.5045705
769166,0.59153485
710254,0.42984304
708812,0.64846116
726172,0.6412123
716959,0.6022347
725935,0.64846116
736039,0.70449543
748400,0.77564734
753652,0.6030814
695108,0.4063122
695320,0.22617929
662145,0.5194765
688068,0.11622524
662099,0.25130656
723985,0.35732302
757491,0.33355892
688610,0.3978387
733285,0.31330538
722392,0.21029928
689941,0.32108364
662086,0.1992791
662336,0.278303
662373,0.3629065
662111,0.17718875
711459,0.14749922
662098,0.28861478
729627,0.28375366
729023,0.25665915
698148,0.3583017
662059,0.3052581
662318,0.28785524
662400,0.115952335
745881,0.41384196
707400,0.13312176
665203,0.53914684
662265,0.44819525
724712,0.2697243
662430,0.35477737
662431,0.43229973
718315,0.43022943
733477,0.48738933
727178,0.3307597
709205,0.114044175
760975,0.34864977
728884,0.1936721
697644,0.40834814
766710,0.5181963
743227,0.24025558
728888,0.49443263
760702,0.3380736
677241,0.6550884
728922,0.31069255
728655,0.3233321
751372,0.53046536
741935,0.35885373
728307,0.47239947
717735,0.55100316
702566,0.3409503
757194,0.43878686
727264,0.5322127
767201,0.34948304
756322,0.21943429
728833,0.30510202
710833,0.8471641
742470,0.47231728
697634,0.6228315
702435,0.529522
761300,0.5773065
734035,0.40915033
728916,0.5964305
728234,0.5150655
747459,0.5006321
742464,0.41391107
728178,0.67267644
756405,0.45798284
729226,0.4199629
729812,0.66944873
761338,0.51070946
710494,0.49331254
764460,0.3301948
710622,0.43973622
756779,0.4957478
712028,0.5700115
756503,0.34232667
767068,0.41627502
756908,0.5641147
756887,0.49667335
766830,0.47003755
750180,0.4957478
654130,0.50616515
718310,0.47543448
710116,0.47994953
718090,0.38539854
717738,0.26896325
717763,0.47368094
718122,0.56748307
756482,0.4493589
654116,0.38539854
756860,0.31604123
718369,0.28763032
756598,0.38911238
717871,0.56748307
768065,0.35246667
718014,0.518924
754576,0.52524173
738611,0.5700115
757087,0.4957478
766961,0.4493589
717826,0.48541498
717843,0.45186314
715776,0.49667335
721686,0.4493589
717640,0.35322228
718049,0.5930702
756661,0.62970257
757067,0.52719617
766290,0.5166247
764814,0.47292915
766918,0.52977884
718041,0.5600811
710788,0.5549394
767614,0.32842863
757168,0.2285503
690608,0.6900885
692926,0.34394348
691329,0.1666877
683899,0.27349117
691102,0.20655039
758084,0.2816586
695277,0.30765644
680791,0.574783
739107,0.5880892
719142,0.37246695
693504,0.45100692
739745,0.31879136
691131,0.13090949
766835,0.1409693
689547,0.3029995
719266,0.35171118
681174,0.3029995
710506,0.47195366
708686,0.30740038
739254,0.3433313
684079,0.2131503
745880,0.43065265
680848,0.38746643
692316,0.47402993
739169,0.20395169
757097,0.2544918
683767,0.13868476
682686,0.32106933
681184,0.42921084
719076,0.31694278
739539,0.29197016
693069,0.19555312
689637,0.43065265
719214,0.45357516
680936,0.2916606
766344,0.40908337
729262,0.4027067
766080,0.06496155
729137,0.5475084
729147,0.5539676
754653,0.39086628
729006,0.407693
721015,0.47442317
743861,0.27267823
724054,0.51779246
710959,0.2746937
755247,0.47442317
729097,0.62053317
728996,0.4866717
728557,0.37397254
739664,0.29756257
766297,0.47238886
753448,0.42538726
766357,0.4075005
746654,0.4964744
703653,0.4469544
729025,0.3138518
730115,0.45424157
759298,0.17718336
766104,0.47700045
711093,0.27920976
766735,0.690186
710969,0.2332613
766145,0.5378625
729062,0.46729177
744371,0.52617013
747659,0.41279396
662312,0.59424305
761597,0.34185913
766813,0.68367046
663407,0.6020772
668048,0.29809722
663839,0.47256425
679710,0.53437185
669243,0.5677439
657976,0.5791432
663606,0.53907645
657988,0.53437185
759622,0.28326192
759821,0.5188764
662711,0.58688265
665807,0.45007125
657990,0.345806
675964,0.54230183
663616,0.2979667
668162,0.6153795
662639,0.45900318
678807,0.33796433
662184,0.65684336
674086,0.52662194
677849,0.5269505
664508,0.60578686
759356,0.50549966
668185,0.39253494
672969,0.5983163
699983,0.6749505
662810,0.5285914
707024,0.48883763
663060,0.59507024
739466,0.37835634
759755,0.49167898
669312,0.60578686
663024,0.44865844
658299,0.6108901
670527,0.3176766
658403,0.37418398
708480,0.6375044
683163,0.60375357
656465,0.49878427
686000,0.6559986
662174,0.32875958
748647,0.56776726
658055,0.34388706
748920,0.50852525
765801,0.43562368
762643,0.5998866
657992,0.37174162
658270,0.41047987
685945,0.30065188
739280,0.6211012
674233,0.6153795
